100, 0, 100, 200440
100, 1, 100, 208770
100, 2, 100, 201202
100, 3, 100, 200103
100, 4, 100, 201325
100, 5, 100, 209015
100, 6, 100, 199432
100, 7, 100, 208099
100, 8, 100, 198792
100, 9, 100, 200806
100, 10, 100, 199280
100, 11, 100, 207672
100, 12, 100, 198517
100, 13, 100, 198578
100, 14, 100, 198486
100, 15, 100, 207275
100, 16, 100, 256409
100, 17, 100, 198150
100, 18, 100, 207001
100, 19, 100, 197937
100, 20, 100, 197754
100, 21, 100, 197754
100, 22, 100, 206482
100, 23, 100, 206115
100, 24, 100, 197418
100, 25, 100, 206085
100, 26, 100, 197754
100, 27, 100, 197815
100, 28, 100, 207275
100, 29, 100, 198547
100, 30, 100, 199860
100, 31, 100, 198670
100, 32, 100, 199219
100, 33, 100, 200958
100, 34, 100, 208649
100, 35, 100, 199615
100, 36, 100, 200165
100, 37, 100, 200104
100, 38, 100, 200379
100, 39, 100, 200927
100, 40, 100, 210053
100, 41, 100, 201416
100, 42, 100, 209869
100, 43, 100, 201691
100, 44, 100, 202240
100, 45, 100, 202088
100, 46, 100, 202331
100, 47, 100, 211456
100, 48, 100, 202942
100, 49, 100, 211517
100, 50, 100, 203186
100, 51, 100, 203522
100, 52, 100, 212677
100, 53, 100, 212799
100, 54, 100, 208496
100, 55, 100, 204376
100, 56, 100, 213379
100, 57, 100, 213928
100, 58, 100, 213928
100, 59, 100, 206604
100, 60, 100, 205658
100, 61, 100, 214996
100, 62, 100, 205933
100, 63, 100, 215424
100, 64, 100, 215302
100, 65, 100, 206909
100, 66, 100, 216034
100, 67, 100, 217713
100, 68, 100, 207672
100, 69, 100, 207703
100, 70, 100, 207825
100, 71, 100, 217407
100, 72, 100, 208435
100, 73, 100, 217560
100, 74, 100, 208679
100, 75, 100, 209046
100, 76, 100, 209808
100, 77, 100, 209381
100, 78, 100, 209778
100, 79, 100, 210052
100, 80, 100, 219940
100, 81, 100, 210663
100, 82, 100, 210723
100, 83, 100, 210968
100, 84, 100, 211090
100, 85, 100, 211456
100, 86, 100, 220734
100, 87, 100, 279999
100, 88, 100, 221314
100, 89, 100, 354523
100, 90, 100, 212677
100, 91, 100, 213196
100, 92, 100, 222076
100, 93, 100, 213562
100, 94, 100, 213562
100, 95, 100, 223450
100, 96, 100, 214234
100, 97, 100, 225220
100, 98, 100, 223450
100, 99, 100, 214844
100, 100, 100, 224243
